id	duration	bitrate	bitrate(video)	height	width	frame rate	frame rate(est.)	codec	category	url
1rOz-vV3e7I	11	57	54	176	144	12	12	mpeg4	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&burst=40&fexp=900064%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C927704%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ipbits=8&cp=U0hWTFlMTl9JUUNONl9RRlJDOmIxN3otM3R0a1F2&expire=1377910247&source=youtube&ms=au&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&sver=3&itag=17&mt=1377888724&ip=86.50.94.176&id=d6b3b3faf5777bb2&key=yt1&factor=1.25&upn=9xEVmLuKTf4&mv=m&signature=4C055AA421B3EBAA04DD07F69B2D92C3F748EC85.59D8EBEDE453F7B31AEE3D094C5962B39EBAA81C&ratebypass=yes
QMJ-o1Dt_QQ	85	2532	2378	1280	720	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=22&expire=1377909871&sver=3&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&upn=i6RzUvQWweQ&source=youtube&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&ratebypass=yes&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=4470034FC2C6C9FC3BDE87906F957638DF699B26.792B3EE73DC5A600C9A2FA428F4DC932CF1C0B9B
QMJ-o1Dt_QQ	85	2609	2378	1280	720	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=45&expire=1377909871&sver=3&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&upn=i6RzUvQWweQ&source=youtube&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&ratebypass=yes&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=0BF5C353EA0A29375F8C64909BBA27CE37CA1CDB.C4F805248D9F610CFB41F234181DFB3A07A1C5D8
QMJ-o1Dt_QQ	85	1081	966	854	480	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=35&expire=1377909871&sver=3&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&factor=1.25&upn=i6RzUvQWweQ&source=youtube&burst=40&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&signature=241B11554AD55154482A104E75D689B7D9FB3677.C999C698EF721B412753805D42AB2369DCB0A4F3&ratebypass=yes
QMJ-o1Dt_QQ	85	1119	966	854	480	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=44&expire=1377909871&sver=3&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&upn=i6RzUvQWweQ&source=youtube&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&ratebypass=yes&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=43925940C103FA9AD53CB36FE5EBB4D45AF376E8.0A69CBE6F43F81CF0CBC03A2F6D68C68B3C6326A
QMJ-o1Dt_QQ	85	738	615	640	360	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=34&expire=1377909871&sver=3&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&factor=1.25&upn=i6RzUvQWweQ&source=youtube&burst=40&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&signature=96A893BD008C973C1D4DF0112B9AE6D6397F1F28.08B5B59E465FD7FBAEFF63DA4223D74178AB4D2C&ratebypass=yes
QMJ-o1Dt_QQ	85	649	550	640	360	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=18&expire=1377909871&sver=3&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&upn=i6RzUvQWweQ&source=youtube&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&ratebypass=yes&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=ACD47C811F2BFACB394FF5729B9989BEBF37F94A.299729BE85A5BC7F1F0BB30D28CA49F60BFFD344
QMJ-o1Dt_QQ	85	794	550	640	360	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=43&expire=1377909871&sver=3&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&upn=i6RzUvQWweQ&source=youtube&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&ratebypass=yes&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&signature=C2325100DDA4E1533F90FD7F94A1832072FA3689.5C1F26AAA89381ECB9769CC476B77B7A26438E04
QMJ-o1Dt_QQ	85	326	265	400	224	29.97	29.97	flv1	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=5&expire=1377909871&sver=3&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&factor=1.25&upn=i6RzUvQWweQ&source=youtube&burst=40&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&signature=02C37F0F4B1A388C06202B52150907174FEB93E0.7D43FA311E561A6D4A7D7DD0896FD78FF8B3738F&ratebypass=yes
QMJ-o1Dt_QQ	85	80	55	176	144	12	12	mpeg4	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?itag=17&expire=1377909871&sver=3&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&mv=m&id=40c27ea350edfd04&factor=1.25&upn=i6RzUvQWweQ&source=youtube&burst=40&algorithm=throttle-factor&ip=86.50.94.176&key=yt1&ms=au&ipbits=8&fexp=932240%2C900222%2C916612%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&cp=U0hWTFlLV19MS0NONl9RRUFJOjBCUllxTDMzZVdG&signature=BA5B9BC91C65AA1FFB3DB248589B85124F6133C3.02842D141602127E3AC5A78F359A4BDFB0D7425D&ratebypass=yes
lOa9-RnhaVA	121	1303	1108	1280	720	30	30	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&upn=rM7aB570KqE&mt=1377888829&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&sver=3&id=94e6bdf919e16950&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&mv=m&expire=1377911525&ratebypass=yes&ipbits=8&source=youtube&key=yt5&itag=22&ip=86.50.94.176&signature=B87E9C853BA4B8A0CD57C2A6A76DB3F85F90E74A.778B4488E4CF06FC6532DC2E9574911B6EF090A6
lOa9-RnhaVA	121	1019	1108	1280	720	30	30	vp8	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&upn=rM7aB570KqE&mt=1377888829&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&sver=3&id=94e6bdf919e16950&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&mv=m&expire=1377911525&ratebypass=yes&ipbits=8&source=youtube&key=yt5&itag=45&ip=86.50.94.176&signature=C31D9C42E422659A0EF9804DFFB6D43B6282E5F7.D479E93F7E2C09EBFFC6B85A348E746711A6C249
lOa9-RnhaVA	121	596	469	854	480	30	30	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&mv=m&mt=1377888829&algorithm=throttle-factor&sver=3&id=94e6bdf919e16950&factor=1.25&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&expire=1377911525&upn=rM7aB570KqE&ipbits=8&burst=40&ip=86.50.94.176&key=yt5&itag=35&source=youtube&signature=1FC6243155850251827848E32785D4097F73484C.16524EEFA97830B6DFC35E0FBFD128F650186575&ratebypass=yes
lOa9-RnhaVA	121	505	469	854	480	30	30	vp8	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&upn=rM7aB570KqE&mt=1377888829&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&sver=3&id=94e6bdf919e16950&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&mv=m&expire=1377911525&ratebypass=yes&ipbits=8&source=youtube&key=yt5&itag=44&ip=86.50.94.176&signature=D189F7948D7C4E09D194336B43EAF348F7B7BF86.EFB2C7EDBC929412918365879A9F9FBDCA225239
lOa9-RnhaVA	121	466	336	640	360	30	30	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&mv=m&mt=1377888829&algorithm=throttle-factor&sver=3&id=94e6bdf919e16950&factor=1.25&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&expire=1377911525&upn=rM7aB570KqE&ipbits=8&burst=40&ip=86.50.94.176&key=yt5&itag=34&source=youtube&signature=50822BEBD6EACDC81422B67D4168FF386F48482D.931F9896E146AA96D25EBF1F4D4A8A2B4A972A87&ratebypass=yes
lOa9-RnhaVA	121	439	340	640	360	30	30	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&upn=rM7aB570KqE&mt=1377888829&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&sver=3&id=94e6bdf919e16950&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&mv=m&expire=1377911525&ratebypass=yes&ipbits=8&source=youtube&key=yt5&itag=18&ip=86.50.94.176&signature=36C8447DFEF9C1D67ED00E7CF796467D558D90B7.CFE11EF6D9CE9F1E4501BC3206367A501269B79A
lOa9-RnhaVA	121	360	340	640	360	30	30	vp8	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&upn=rM7aB570KqE&mt=1377888829&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&sver=3&id=94e6bdf919e16950&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&mv=m&expire=1377911525&ratebypass=yes&ipbits=8&source=youtube&key=yt5&itag=43&ip=86.50.94.176&signature=52A15C970478B95EF05C13B19BE1F12E62CFCB05.3CC55EA1151B661A448A533AE934DC8E5CC681C7
lOa9-RnhaVA	121	308	240	426	240	30	30	flv1	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&mv=m&mt=1377888829&algorithm=throttle-factor&sver=3&id=94e6bdf919e16950&factor=1.25&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&expire=1377911525&upn=rM7aB570KqE&ipbits=8&burst=40&ip=86.50.94.176&key=yt5&itag=5&source=youtube&signature=5213BE7A6B4EDCA23085FDBCE90884260D34B774.9CD0EDEB89EDFA0857491EBB2DABF1A5A6E7E3F9&ratebypass=yes
lOa9-RnhaVA	121	76	51	176	144	12	12	mpeg4	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ms=au&fexp=901811%2C910207%2C900383%2C916623%2C931005%2C929913%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C919811%2C913563%2C901812%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C900385%2C906001&mv=m&mt=1377888829&algorithm=throttle-factor&sver=3&id=94e6bdf919e16950&factor=1.25&cp=U0hWTFlMT19HT0NONl9RRlNGOmxpSnFDTWQtSkp0&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&expire=1377911525&upn=rM7aB570KqE&ipbits=8&burst=40&ip=86.50.94.176&key=yt5&itag=17&source=youtube&signature=0411A120D544877B0FE6B10C599394B1763D199B.79B40C8149412A9CD1E32FE295DC44AF65BF767F&ratebypass=yes
SQ_F-B3DaCo	136	6135	5982	1920	1080	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=37&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=32BB2BB899997F947CB03E446160B32E2BD5011A.CAD40CA28DD84CCA8BAE8BBC1B9331DEDB9397DC
SQ_F-B3DaCo	136	6138	5982	1920	1080	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=46&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=6BEBC40952C389930DDD79973B0F6786383D1AD1.CB8152EBA7DE2EFC55DF934FC651618E1479136A
SQ_F-B3DaCo	136	3155	3002	1280	720	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=22&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=6F4E809F24E3281C29B78F228BB693EF81B5ADB0.28F6CE536ED0A0D7DF890A57FF5F9C7EE70EB097
SQ_F-B3DaCo	136	3144	3002	1280	720	29.97	29.97	vp8	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Cratebypass%2Csource%2Cupn%2Cexpire&mt=1377888829&expire=1377911068&ipbits=8&upn=09DVgOjkjfE&id=490fc5f81dc3682a&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&key=yt1&ip=86.50.94.176&itag=45&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&ratebypass=yes&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=305285EE4666E8FEFC115C8330270605EAC65F6A.7ABA432F48B966E58417755A0A0E3DEB1A72665A
SQ_F-B3DaCo	136	1288	1179	854	480	29.97	29.97	h264	Gaming	http://r4---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&mt=1377888829&expire=1377911068&id=490fc5f81dc3682a&upn=09DVgOjkjfE&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Cpcm2fr%2Csource%2Cupn%2Cexpire&burst=40&key=yt1&factor=1.25&ipbits=8&ip=86.50.94.176&itag=35&pcm2fr=yes&sver=3&mv=m&source=youtube&ms=au&fexp=916903%2C932244%2C914071%2C916626%2C902545%2C916914%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&cp=U0hWTFlMT19LUkNONl9RRlNBOkxfQV9MTUtpTUtr&signature=0D94F0F2C1EFA1B8AC860E14FE68016463FBE25E.99FE9F8861873D7142C3273AC005BAE60BBBD615&ratebypass=yes
